,Идентификатор Scopus,Автор,Публикаций Scopus за 2020,Высокорейтинговых публикаций за 2020,Цитирований за 2020,Публикаций Scopus за 2021,Высокорейтинговых публикаций за 2021,Цитирований за 2021,Публикаций Scopus за 2022,Высокорейтинговых публикаций за 2022,Цитирований за 2022,Публикаций Scopus за 2020-2022,Высокорейтинговых публикаций за 2020-2022,Цитирований за 2020 - 2022,Цветков П.С. был процитирован,Бабырь Н.В. был процитирован
525,57205616190,Lukyantseva E.S.,0,0,0,2,1,1,0,0,2,2,1,3,0,0
526,57205638534,Do N.-H.,3,2,12,0,0,33,0,0,33,3,2,78,0,0
527,57205743011,Bazhukov A.A.,0,0,0,1,1,0,0,0,0,1,1,0,0,0
528,57206469227,Kukharova T.V.,1,0,0,3,0,2,2,1,16,6,1,18,0,0
529,57206480265,Nguyen K.L.,4,0,0,1,1,1,0,0,2,5,1,3,0,0
530,57206657220,Zaur A.,0,0,0,0,0,0,1,1,2,1,1,2,0,0
531,57206661644,Ovsyannikov M.P.,2,0,0,0,0,3,0,0,2,2,0,5,0,0
532,57206664377,Ligotsky D.,4,1,0,2,0,2,0,0,6,6,1,8,0,0
533,57206669213,Dzyurich D.,1,0,0,0,0,0,1,1,2,2,1,2,0,0
534,57206722475,Tumanov M.V.,0,0,0,2,0,1,2,1,6,4,1,7,0,0
535,57206723347,Alekseev A.,0,0,0,1,1,3,2,2,12,3,3,15,0,0
536,57207040142,Ilyashenko I.S.,1,0,0,1,0,4,1,1,2,3,1,6,1,1
537,57207450602,Eldeeb A.B.,3,2,1,2,1,8,1,0,6,6,3,15,0,0
538,57207457341,Bormotov I.S.,1,0,0,3,1,0,0,0,2,4,1,2,0,0
539,57207740243,Lebedev A.B.,1,0,0,0,0,0,3,2,6,4,2,6,0,0
540,57207815549,Kostenko B.V.,0,0,0,1,1,0,0,0,1,1,1,1,0,0
541,57207888478,Islamov S.,2,0,4,5,2,16,1,1,80,8,3,100,2,0
542,57207889346,Bondarenko A.V.,1,0,0,1,0,1,1,1,18,3,1,19,0,0
543,57207980404,Vasilkov O.S.,2,1,0,1,0,9,0,0,12,3,1,21,0,0
544,57207984115,Babyr K.V.,1,0,0,3,0,3,4,0,2,8,0,5,0,11
545,57207987284,Pudkova T.V.,0,0,0,1,0,4,0,0,2,1,0,6,0,0
546,57207988191,Zamyatina E.N.,2,0,1,0,0,2,0,0,0,2,0,3,0,0
547,57207993401,Smirnov A.I.,0,0,0,2,0,0,0,0,0,2,0,0,0,0
548,57207997080,Belova M.,3,1,0,1,1,5,2,1,8,6,3,13,0,0
549,57208009670,Alekseev V.,0,0,0,2,0,0,0,0,0,2,0,0,0,0
550,57208010072,Orlov F.A.,0,0,0,0,0,0,1,1,2,1,1,2,0,0
551,57208084004,Ilalova R.K.,1,1,0,1,0,1,1,1,0,3,2,1,0,0
552,57208119830,Solovev S.V.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
553,57208133606,Tokareva O.V.,1,0,1,0,0,2,0,0,0,1,0,3,0,0
554,57208236206,Kuzkin A.Y.,1,0,0,0,0,1,0,0,1,1,0,2,0,0
555,57208318410,Iovlev G.A.,1,1,1,0,0,3,3,1,8,4,2,12,0,0
556,57208625767,Vinogradov Y.I.,1,0,0,2,2,0,0,0,3,3,2,3,0,0
557,57209136981,Munasypov R.,1,0,0,0,0,0,0,0,1,1,0,1,0,0
558,57209274431,Golod V.A.,0,0,0,1,0,0,0,0,3,1,0,3,0,0
559,57209454703,Efimov I.,0,0,0,2,2,0,3,1,20,5,3,20,2,0
560,57209774243,Vershinin M.I.,2,0,0,0,0,0,0,0,0,2,0,0,0,0
561,57209774531,Martynova E.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
562,57209806343,Tung L.V.,0,0,0,2,0,1,0,0,2,2,0,3,0,0
563,57209856764,Alattar A.L.,1,1,0,1,0,3,0,0,4,2,1,7,0,0
564,57210061429,Filatova I.,2,0,2,1,0,13,0,0,16,3,0,31,2,1
565,57210103208,Fedorov A.T.,0,0,0,1,1,0,2,0,8,3,1,8,0,0
566,57210118853,Reznichenko V.V.,0,0,0,1,0,0,0,0,2,1,0,2,0,0
567,57210160351,Kuvanov Ya.A.,1,0,0,1,0,0,1,0,0,3,0,0,0,0
568,57210165156,Zherlygina E.S.,1,0,0,1,0,0,1,0,3,3,0,3,0,0
569,57210173537,Kuzhelev A.I.,2,0,0,0,0,2,0,0,1,2,0,3,0,0
570,57210176727,Fedorov A.S.,1,0,0,1,1,1,0,0,2,2,1,3,0,0
571,57210208604,Garufullin D.R.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
572,57210209177,Garmaev O.Z.,1,0,0,0,0,1,0,0,0,1,0,1,0,0
573,57210311278,Pryakhin E.I.,5,1,0,4,1,3,4,1,11,13,3,14,0,0
574,57210312503,Urazbakhtin R.Y.,1,0,0,1,0,1,0,0,8,2,0,9,0,0
575,57210314150,Palyanitsin P.S.,1,0,0,0,0,0,0,0,1,1,0,1,0,0
576,57210321337,Knyazkina V.,2,0,0,2,0,1,1,1,2,5,1,3,0,0
577,57210323787,Safronchuk K.A.,2,0,0,1,1,1,0,0,2,3,1,3,0,0
578,57210475577,Kraev N.A.,0,0,0,1,0,0,0,0,3,1,0,3,0,0
579,57210743765,Miller A.A.,2,0,0,4,1,0,0,0,0,6,1,0,0,0
580,57210743877,Gorelik G.D.,2,0,0,3,1,0,1,1,0,6,2,0,0,0
581,57210744246,Pankratova K.,2,0,0,0,0,2,0,0,6,2,0,8,0,0
582,57210746455,Danileva N.A.,4,0,0,2,1,4,1,1,0,7,2,4,0,0
583,57210912032,Solovyova V.,3,1,1,3,1,6,2,2,25,8,4,32,3,0
584,57210913380,Yakovleva Y.A.,1,0,0,2,1,0,0,0,1,3,1,1,0,0
585,57210915517,Alakshin A.E.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
586,57210929848,Mikhailovsky S.P.,1,0,0,1,0,1,1,0,0,3,0,1,0,0
587,57211139680,Elbendari A.,1,1,0,1,1,4,1,1,14,3,3,18,0,0
588,57211201290,Romanenko M.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
589,57211207403,Vinogradova E.V.,0,0,0,1,1,0,3,1,1,4,2,1,0,0
590,57211208336,Kitcenko A.A.,4,0,0,1,1,4,0,0,1,5,1,5,0,0
591,57211241178,Smirnova E.E.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
592,57211292020,Mukminova D.,1,0,0,1,1,0,0,0,0,2,1,0,0,0
593,57211297562,Krasnoukhova D.Y.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
594,57211372490,Krikun N.,0,0,0,2,1,0,1,1,0,3,2,0,0,0
595,57211376105,Erzova V.A.,0,0,0,2,1,0,1,1,4,3,2,4,0,0
596,57211376861,Nikolaeva E.,1,0,0,1,0,2,0,0,0,2,0,2,0,0
597,57211378070,Nikolaeva T.N.,1,1,0,0,0,2,0,0,3,1,1,5,0,0
598,57211388036,Murzo Y.,0,0,0,1,1,3,1,1,5,2,2,8,0,0
599,57211389428,Chuvileva N.,0,0,0,1,1,3,1,1,5,2,2,8,0,0
600,57211392307,Sveshnikova S.A.,0,0,0,0,0,0,1,1,3,1,1,3,0,0
601,57211404746,Kasyanov A.V.,1,0,3,0,0,4,0,0,1,1,0,8,0,0
602,57211404750,Popov G.,2,0,3,2,1,6,1,1,18,5,2,27,0,0
603,57211407959,Krivokrysenko E.A.,1,0,0,0,0,2,0,0,1,1,0,3,0,0
604,57211439343,Pshenin V.V.,1,1,0,3,1,7,3,1,7,7,3,14,3,0
605,57211665862,Goldobina L.A.,2,0,0,0,0,5,0,0,2,2,0,7,0,0
606,57211840466,Vasiliev V.V.,2,0,0,0,0,2,2,0,6,4,0,8,0,0
607,57211915520,Bakhtin E.V.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
608,57211960461,Ivanova T.S.,0,0,0,2,1,1,0,0,0,2,1,1,0,0
609,57212195440,Lutonin A.S.,1,0,0,2,0,1,1,1,21,4,1,22,0,0
610,57212195675,Bogdanov I.A.,1,0,0,1,1,0,1,0,15,3,1,15,0,0
611,57212197636,Churkin B.A.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
612,57212244174,Vasilenko T.A.,2,0,0,2,1,1,4,2,4,8,3,5,0,0
613,57212263300,Mustafaev A.S.,6,1,1,12,2,6,7,2,8,25,5,15,0,0
614,57212264496,Rogachev M.K.,4,1,3,3,1,36,1,0,46,8,2,85,0,0
615,57212264796,Reshneva E.,0,0,0,1,0,2,1,1,13,2,1,15,1,1
616,57212265324,Shklyarskiy Y.,5,2,0,8,1,22,3,1,25,16,4,47,5,0
617,57212265441,Dmitrieva A.S.,1,0,0,1,1,1,0,0,5,2,1,6,0,0
618,57212266510,Gromtsev K.V.,2,1,0,0,0,0,1,1,5,3,2,5,0,0
619,57212267365,Issa B.,1,1,0,3,1,6,0,0,10,4,2,16,0,0
620,57212268033,Arslanova F.G.,1,0,0,1,0,0,0,0,0,2,0,0,0,0
621,57212270178,Nureev R.R.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
622,57212270330,Bykova M.V.,1,0,0,1,1,6,2,2,20,4,3,26,0,0
623,57212271908,Bykasov D.A.,2,0,0,2,1,0,0,0,2,4,1,2,0,0
624,57212272949,Plokhov A.S.,0,0,0,1,1,0,1,1,4,2,2,4,0,0
625,57212277003,Sukhikh A.,1,0,1,0,0,8,0,0,2,1,0,11,0,0
626,57212299307,Legkokonets V.A.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
627,57212300979,Golubev D.D.,3,1,1,1,1,1,0,0,1,4,2,3,0,0
628,57212302509,Fadeev D.,1,0,0,0,0,0,0,0,3,1,0,3,0,0
629,57212302599,Rabota E.N.,1,1,0,0,0,5,0,0,2,1,1,7,0,0
630,57212304259,Kazakov Yu.A.,0,0,0,1,0,0,2,1,2,3,1,2,0,0
631,57212305283,Abdulaev E.K.,1,0,0,0,0,2,1,1,1,2,1,3,0,0
632,57212305962,Grigorev E.,3,0,0,2,0,2,1,1,4,6,1,6,0,1
633,57212307375,Volodina Ya.A.,0,0,0,1,0,0,1,0,0,2,0,0,0,0
634,57212307695,Pavlenko I.A.,1,0,0,0,0,1,0,0,0,1,0,1,0,0
635,57212308144,Stroykov G.,3,1,1,3,1,13,1,1,25,7,3,39,6,0
636,57212308148,Piskunov V.M.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
637,57212308249,Amer A.E.,2,0,0,1,1,3,0,0,6,3,1,9,0,0
638,57212309440,Yushkova E.,3,0,0,0,0,0,1,0,1,4,0,1,2,0
639,57212310807,Pumpur E.V.,2,1,0,0,0,1,0,0,3,2,1,4,0,0
640,57212311405,Gilyazetdinov E.R.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
641,57212313933,Bolshunov A.V.,1,0,0,3,2,0,2,1,5,6,3,5,0,0
642,57212315394,Shibanov D.A.,0,0,0,1,0,0,0,0,3,1,0,3,0,0
643,57212343257,Leyberov A.I.,0,0,0,1,1,0,1,0,2,2,1,2,1,0
644,57212350359,Rudnik S.,1,1,0,0,0,0,2,1,4,3,2,4,0,0
645,57212385681,Kuznetsova E.Y.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
646,57212405925,Kirkin A.P.,2,1,0,2,1,3,1,1,3,5,3,6,0,0
647,57212466065,Vilner M.A.,1,0,0,3,1,0,4,1,3,8,2,3,0,0
648,57212466268,Kharchenko L.,0,0,0,0,0,0,2,0,0,2,0,0,0,0
649,57212480207,Kutepov Yu.Yi.,0,0,0,1,0,0,0,0,1,1,0,1,0,0
650,57212553937,Safiullin R.,0,0,0,2,0,0,2,0,4,4,0,4,0,0
651,57212554740,Ushkova T.O.,0,0,0,1,0,0,1,0,0,2,0,0,0,0
652,57212554870,Aladin M.E.,1,0,1,1,0,2,3,1,7,5,1,10,1,0
653,57212560371,Guerra D.D.,1,0,2,2,1,5,1,0,4,4,1,11,2,0
654,57212656728,Shchukina D.A.,1,1,0,2,0,0,2,1,3,5,2,3,0,0
655,57212780257,Nasonov M.Y.,1,0,1,0,0,1,1,1,1,2,1,3,0,0
656,57212876617,Kashin D.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
657,57212881644,Golikov T.S.,1,0,0,1,0,4,0,0,1,2,0,5,0,1
658,57212934958,Popov A.,3,1,0,0,0,0,0,0,4,3,1,4,0,0
659,57213150606,Korneva M.V.,0,0,0,0,0,0,1,1,2,1,1,2,0,1
660,57213151094,Nguyen T.T.,2,1,0,2,1,1,3,2,7,7,4,8,0,0
661,57213186347,Dolzhikov I.S.,0,0,0,2,0,2,0,0,15,2,0,17,0,0
662,57213351683,Vasileva A.D.,0,0,0,2,1,1,0,0,6,2,1,7,0,0
663,57213353578,Pupysheva E.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
664,57213354145,Khomiakov K.A.,0,0,0,1,0,0,0,0,1,1,0,1,0,0
665,57213355840,Suslikov P.K.,1,0,0,0,0,2,0,0,0,1,0,2,1,0
666,57213588693,Zatsepin M.A.,1,0,0,0,0,0,1,1,0,2,1,0,0,0
667,57213604014,Alimkhanova T.A.,2,1,0,1,0,2,0,0,1,3,1,3,0,0
668,57213686447,Sotnikov R.O.,0,0,0,3,2,0,0,0,2,3,2,2,0,0
669,57213686476,Koubaji H.,0,0,0,1,1,0,2,1,0,3,2,0,0,0
670,57213687175,Shamaitis A.S.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
671,57213687781,Sinegubov V.Yu.,0,0,0,1,1,0,0,0,0,1,1,0,0,0
672,57213687819,Nikazov A.,0,0,0,1,1,0,0,0,0,1,1,0,0,0
673,57213688171,Aleksander U.,0,0,0,1,1,0,2,1,0,3,2,0,0,0
674,57213688195,Grichukha M.I.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
675,57213688496,Shalygin A.V.,1,0,0,2,0,3,0,0,2,3,0,5,0,0
676,57213688895,Siziakova E.,1,0,1,2,0,4,1,1,5,4,1,10,0,0
677,57213819745,Trifonova M.E.,0,0,0,1,0,0,0,0,1,1,0,1,0,0
678,57213822451,Bogdanova K.A.,1,0,0,0,0,1,0,0,0,1,0,1,0,0
679,57213823935,Ilinets A.A.,0,0,0,0,0,0,1,1,2,1,1,2,0,0
680,57213827420,Mansurova O.K.,1,0,0,0,0,1,0,0,1,1,0,2,0,0
681,57214067037,Egorova N.A.,1,0,0,0,0,6,0,0,0,1,0,6,0,0
682,57214091949,Kolesnik O.,1,0,0,0,0,0,0,0,1,1,0,1,0,0
683,57214101924,Abdallah W.J.,0,0,0,2,0,2,1,0,3,3,0,5,0,0
684,57214143496,Gureva O.,0,0,0,1,0,0,1,0,0,2,0,0,0,0
685,57214146201,Zimina D.A.,1,0,0,0,0,2,0,0,0,1,0,2,0,0
686,57214149623,Kupavykh K.,1,1,0,2,1,10,0,0,11,3,2,21,1,0
687,57214243959,Eliseeva N.N.,2,0,0,0,0,0,0,0,2,2,0,2,0,0
688,57214244362,Choker H.M.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
689,57214244703,Hatoum H.M.,1,0,0,0,0,1,0,0,2,1,0,3,0,0
690,57214246172,Zubov A.V.,3,0,0,1,0,0,0,0,2,4,0,2,0,0
691,57214354583,Petrov D.A.,0,0,0,1,0,0,1,1,0,2,1,0,0,0
692,57214450289,Marinina V.M.,1,0,0,0,0,4,0,0,2,1,0,6,0,0
693,57214670056,Sidorov D.,0,0,0,3,1,9,1,1,26,4,2,35,2,0
694,57214699160,Melnikova A.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
695,57214723433,Kotikov D.A.,3,0,0,0,0,6,0,0,3,3,0,9,0,0
696,57214755552,Terekhin R.D.,2,0,3,1,0,5,0,0,3,3,0,11,0,0
697,57215059407,Romasheva N.,2,1,1,5,2,24,1,1,48,8,4,73,8,1
698,57215078058,Egorenkova N.A.,1,1,0,1,0,0,1,1,2,3,2,2,0,0
699,57215090473,Sobyanin D.S.,1,0,1,0,0,5,0,0,3,1,0,9,0,0
700,57215141403,Maltcev A.А.,1,0,0,2,1,0,0,0,0,3,1,0,0,0
701,57215212894,Yastrebova K.,2,0,0,0,0,4,0,0,2,2,0,6,0,0
702,57215718414,Mokhova E.,1,1,6,0,0,5,0,0,2,1,1,13,0,0
703,57215840462,Popova Y.V.,2,1,0,0,0,0,0,0,4,2,1,4,0,0
704,57215845793,Loginov E.,3,1,0,4,1,2,1,1,6,8,3,8,0,0
705,57215855908,Poroshin M.A.,1,0,1,0,0,5,0,0,4,1,0,10,0,0
706,57215856228,Korolev M.,1,0,0,0,0,7,0,0,4,1,0,11,0,0
707,57215858955,Grigorev M.B.,1,0,1,1,1,5,1,1,8,3,2,14,0,0
708,57216178071,Smolnikov A.D.,2,1,1,0,0,2,0,0,3,2,1,6,0,0
709,57216269555,Glukhov A.A.,1,0,0,0,0,2,0,0,0,1,0,2,0,0
710,57216269831,Morozova O.Y.,2,0,0,0,0,0,0,0,16,2,0,16,0,0
711,57216270870,Zheltikov N.O.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
712,57216270932,Shafhatov E.,3,0,1,0,0,2,1,1,0,4,1,3,0,0
713,57216271019,Garipov B.,2,0,0,1,0,1,0,0,2,3,0,3,0,0
714,57216271164,Sterkhov I.A.,1,0,0,1,0,0,1,0,3,3,0,3,0,0
715,57216271681,Shilovskikh P.D.,1,0,0,0,0,0,2,0,1,3,0,1,0,0
716,57216272416,Andryushanov D.A.,1,0,0,0,0,2,0,0,0,1,0,2,0,0
717,57216272876,Malkova Y.M.,2,0,0,1,1,2,1,1,25,4,2,27,2,0
718,57216279607,Obolonskaya E.V.,3,1,1,3,2,4,1,1,3,7,4,8,0,0
719,57216337494,Sabukevich V.S.,1,0,3,0,0,9,0,0,5,1,0,17,0,0
720,57216437936,Carter E.V.,0,0,0,3,1,1,2,1,4,5,2,5,0,0
721,57216560985,Orlova A.V.,2,1,1,1,0,1,0,0,5,3,1,7,0,0
722,57216561353,Ushakov E.K.,1,1,1,3,1,1,0,0,5,4,2,7,0,0
723,57216583742,Loseva E.,3,0,0,2,1,0,3,1,15,8,2,15,1,0
724,57216586202,Shepeleva A.E.,3,0,0,0,0,1,0,0,3,3,0,4,0,0
725,57216610270,Zhukovskiy Y.,4,1,1,9,2,12,2,2,102,15,5,115,7,0
726,57216612555,Binh L.T.,1,0,0,0,0,2,0,0,2,1,0,4,0,0
727,57216693175,Orlov G.,0,0,0,1,1,2,0,0,3,1,1,5,0,0
728,57216755385,Lyakh D.A.,1,1,1,0,0,5,0,0,2,1,1,8,0,0
729,57216758549,Dmitriev P.N.,1,0,0,2,1,1,1,1,9,4,2,10,0,0
730,57216762295,Yurii K.,1,0,0,0,0,0,1,0,0,2,0,0,0,0
731,57216768999,Tingnting S.,1,0,0,0,0,2,0,0,2,1,0,4,0,0
732,57216781515,Idiyatullin M.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
733,57216788172,Zamorkina Y.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
734,57216808893,Salimgaraeva L.I.,2,1,0,1,1,3,1,0,1,4,2,4,0,0
735,57216811114,Akhmedova A.N.,1,0,0,1,0,4,0,0,1,2,0,5,0,0
736,57216811743,Cabascango V.E.Q.,2,0,1,2,0,2,2,1,8,6,1,11,0,0
737,57216873316,Aleksandrova T.,11,2,10,13,2,33,9,2,75,33,6,118,0,0
738,57216875411,Simakov D.A.,1,0,0,2,0,0,1,0,0,4,0,0,0,0
739,57216876180,Novitskiy Y.I.,1,0,0,1,0,0,1,0,0,3,0,0,0,0
740,57216880477,Kuznetsov V.,3,1,1,6,1,7,5,2,24,14,4,32,0,0
741,57216892054,Gorshkova T.P.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
742,57216897260,Egorova Dashina A.Y.,1,0,0,0,0,3,0,0,0,1,0,3,0,0
743,57216899120,Elikhin A.S.,1,0,0,0,0,1,0,0,1,1,0,2,0,0
744,57216899601,Osminko D.A.,1,0,0,0,0,0,0,0,1,1,0,1,0,0
745,57216902054,Filipenko I.A.,2,0,3,0,0,4,1,0,2,3,0,9,0,0
746,57216908489,Pastukhova E.,2,0,0,0,0,0,1,0,2,3,0,2,0,0
747,57216908540,Skepko O.,2,0,0,0,0,0,1,0,2,3,0,2,0,0
748,57216908938,Fatin H.A.,1,0,0,0,0,0,0,0,1,1,0,1,0,0
749,57216909102,Valnev V.,1,0,0,1,0,8,1,1,13,3,1,21,0,0
750,57216910479,Brylevskaya L.,2,0,0,0,0,0,1,0,2,3,0,2,0,0
751,57216910822,Gonchar L.,1,0,0,0,0,0,1,0,1,2,0,1,0,0
752,57216947128,Pushmina S.A.,0,0,0,2,1,1,2,1,4,4,2,5,0,0
753,57216950027,Nikonova E.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
754,57216950035,Rudzish E.,0,0,0,2,2,0,2,1,6,4,3,6,2,1
755,57216971432,Boyko E.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
756,57217099024,Molodykh S.S.,1,0,0,0,0,1,0,0,1,1,0,2,0,0
757,57217099506,Turro A.B.,1,0,0,0,0,1,0,0,1,1,0,2,0,0
758,57217099532,Garanzha A.V.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
759,57217100680,Dzhemilev E.R.,2,0,0,0,0,3,2,0,4,4,0,7,0,0
760,57217101611,Petrunin A.M.,1,0,0,0,0,1,0,0,1,1,0,2,0,0
761,57217102706,Sokol D.G.,3,1,0,0,0,1,0,0,2,3,1,3,0,0
762,57217102767,Ivashev V.K.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
763,57217213346,Ponomaryov A.B.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
764,57217246282,Aleksandrova A.V.,1,0,2,0,0,4,0,0,3,1,0,9,0,0
765,57217287495,Martynenko Y.V.,1,0,0,2,1,1,1,1,11,4,2,12,0,0
766,57217292673,Voronov V.A.,2,0,0,0,0,1,0,0,0,2,0,1,0,0
767,57217293118,Petrov A.A.,2,0,0,0,0,2,0,0,0,2,0,2,0,0
768,57217293303,Zhapkhandaev C.A.,1,0,0,0,0,2,0,0,0,1,0,2,0,0
769,57217479554,Derkach I.V.,1,0,1,0,0,9,0,0,7,1,0,17,0,0
770,57217535201,Senchilo N.,1,0,0,3,1,0,0,0,16,4,1,16,0,0
771,57217588270,Kupavykh A.,1,1,0,0,0,8,0,0,7,1,1,15,0,0
772,57217619386,Smirnov A.G.,1,1,1,0,0,0,0,0,1,1,1,2,0,0
773,57217629338,Serbin D.V.,1,0,0,0,0,0,1,1,0,2,1,0,0,0
774,57217629631,Artiaeva M.A.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
775,57217629728,Glaz'ev M.V.,1,0,0,2,0,3,1,0,7,4,0,10,0,0
776,57217629900,Cherdancev G.,1,0,0,1,0,0,0,0,0,2,0,0,0,0
777,57217630079,Zhdankin E.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
778,57217630200,Vedrova D.A.,2,0,0,0,0,0,0,0,2,2,0,2,0,0
779,57217630761,Odintsov E.E.,1,0,0,1,0,0,0,0,0,2,0,0,0,0
780,57217631067,Fazylov I.R.,1,0,0,1,1,0,2,1,11,4,2,11,0,2
781,57217631118,Erokhov S.,1,0,1,0,0,0,0,0,0,1,0,1,0,0
782,57217631298,Palyanitsina A.,4,0,1,4,2,16,2,1,19,10,3,36,4,0
783,57217631312,Vydrova A.A.,1,0,0,1,0,0,0,0,0,2,0,0,0,0
784,57217631970,Babenko D.,2,0,0,1,1,2,0,0,3,3,1,5,0,0
785,57217632335,Krivenko A.V.,2,0,0,1,0,3,0,0,1,3,0,4,0,0
786,57217632629,Aleksandrov A.N.,2,1,1,3,1,20,1,0,29,6,2,50,0,0
787,57217632874,Krizhanovskaia D.I.,1,0,0,0,0,0,0,0,1,1,0,1,0,0
788,57217632902,Kalmykova T.D.,1,0,0,1,0,1,0,0,1,2,0,2,0,0
789,57217633050,Zhukova V.,1,0,0,1,0,1,0,0,1,2,0,2,0,0
790,57217633502,Kamenev E.N.,1,0,0,1,0,0,0,0,0,2,0,0,0,0
791,57217634040,Kobylyansky A.A.,1,0,0,1,0,1,1,1,2,3,1,3,0,0
